0,225.2437673,165.8628809,42.49861496
1,255,217.1627119,190.2779661
2,230.1491525,187.2644068,136.6542373
3,188.1898305,130.5084746,80.6
4,139.5389831,75.50847458,37.53559322
5,106.1898305,69.76610169,56.57288136
6,204.5709091,155.7709091,94.82181818
7,205.04,147.3527273,165.2727273
8,191.8872727,141.4763636,152.1745455
9,165.7289377,105.9413919,119.010989
10,136.1018182,72.46181818,91.89454545
11,71.40066225,82.13741722,89.04304636
12,116.0581818,69.01454545,103.6109091
13,250.5533499,191.8585608,31.63771712
14,251.4565757,198.5682382,160.0521092
15,216.2059553,172.3225806,119.9454094
16,163.248139,108.9776675,60.83622829
17,116.6401985,62.65508685,30.47394541
18,90.15136476,58.91066998,46.99255583
19,253.1865285,206.4222798,41.75906736
20,253.8212435,212.8704663,183.5984456
21,226.9974093,183.9948187,133.2124352
22,235.7418738,208.0803059,52.92160612
23,181.5466321,124.3393782,74.28238342
24,134.8290155,73.08549223,36.57253886
25,103.8756477,68.15025907,55.15803109
26,235.7418738,208.0803059,52.92160612
27,230.5458015,210.5648855,175.3931298
28,217.9083969,188.5534351,129.1927481
29,177.4389313,135.0362595,78.79007634
30,135.8413002,87.65200765,41.36711281
31,112.4455067,84.22944551,57.97131931
32,232.5742092,201.1849148,47.82238443
33,232.5742092,201.1849148,47.82238443
34,194.5620438,183.0024331,146.43309
35,218.8159806,195.5762712,122.62954
36,157.8837772,126.2615012,71.96368039
37,122.1727494,87.18004866,41.58150852
38,104.3454988,83.76155718,54.3649635
39,239.7077626,180.2876712,52.70776256
40,168.5125285,141.715262,138.1958998
41,228.5079727,187.0911162,132.23918
42,142.1822323,97.36218679,78.13667426
43,110.0182648,62.57077626,50.77853881
44,239.7077626,180.2876712,52.70776256
45,94.82648402,58.42922374,60.7739726
46,239.7511848,198.6872038,67.5521327
47,195.3380615,176.6666667,160.9834515
48,226.8463357,196.106383,142.43026
49,160.9810875,124.0685579,92.34042553
50,127.6303318,87.32701422,63.5
51,110.492891,83.67772512,75.2464455
52,248.0142349,166.8238434,26.75978648
53,139.4202128,105.248227,91.65780142
54,238.4361702,187.6843972,107.7003546
55,239.7511848,198.6872038,67.5521327
56,122.9733096,76.35587189,52.05160142
57,97.14946619,50.01245552,31.60498221
58,83.78113879,44.24199288,36.95729537
59,212.9976415,212.1768868,103.6509434
60,213.4599057,215.9693396,193.0801887
61,200.3035294,197.5788235,158.5364706
62,173.6423529,161.2541176,122.4258824
63,142.9528302,126.6415094,95.52122642
64,125.4245283,124.2924528,107.7264151
65,240.2339901,213.9433498,92.72906404
66,248.0142349,166.8238434,26.75978648
67,240.8300493,218.5172414,201.7783251
68,225.2123457,196.0518519,159.6049383
69,193.4926108,152.4359606,116.5541872
70,156.4778325,110.3325123,83.21674877
71,135.4581281,107.41133,98.01477833
72,237.1814255,200.1684665,118.9956803
73,237.4427646,203.3477322,192.3045356
74,227.5314534,188.0455531,163.8199566
75,205.4838013,158.2980562,134.1814255
76,180.6933045,130.1079914,112.3174946
77,212.9976415,212.1768868,103.6509434
78,166.5853132,128.2159827,122.3282937
79,177.0416667,158.2598039,66.38970588
80,170.3235294,157.8235294,144.7181373
81,167.3039216,147.3480392,116.8602941
82,138.3308824,110.1446078,83.56127451
83,111.377451,79.68627451,59.46813725
84,96.54411765,77.49264706,70.12990196
85,236.0636364,168.025,57.19090909
86,236.2040816,170.7165533,118.4648526
87,227.5318182,158.0181818,94.84772727
88,240.2339901,213.9433498,92.72906404
89,208.4805492,133.1647597,70.24256293
90,187.775,109.6636364,51.46590909
91,175.9318182,108.0272727,59.93409091
92,176.6559633,154.6743119,71
93,158.341629,146.7262443,134.361991
94,166.2191781,147.6757991,116.3173516
95,133.5279642,109.2393736,85.59731544
96,110.6666667,83.93006993,65.94405594
97,94.23287671,79.77853881,72.71461187
98,213.0385604,196.5809769,74.49614396
99,237.1814255,200.1684665,118.9956803
100,209.344473,197.6169666,139.9742931
101,204.6349614,186.8046272,115.6452442
102,182.5886889,157.7609255,88.54755784
103,159.966581,132.344473,68.72750643
104,147.2930591,130.503856,77.49100257
105,121.2051887,101.5518868,57.08490566
106,120.5849057,102.8726415,97.18396226
107,117.2476415,95.43160377,82.02358491
108,104.7334906,77.96698113,65.20518868
109,91.18396226,62.64150943,53.43632075
110,177.0416667,158.2598039,66.38970588
111,241.9541029,187.3184979,35.63282337
