0,\U0001f600,https://static.xx.fbcdn.net/images/emoji.php/v8/z88/1/32/1f600.png
1,\U0001f449\U0001f3fb,https://static.xx.fbcdn.net/images/emoji.php/v8/z46/1/32/1f449_1f3fb.png
2,\U0001f449\U0001f3fc,https://static.xx.fbcdn.net/images/emoji.php/v8/zc7/1/32/1f449_1f3fc.png
3,\U0001f449\U0001f3fd,https://static.xx.fbcdn.net/images/emoji.php/v8/z48/1/32/1f449_1f3fd.png
4,\U0001f449\U0001f3fe,https://static.xx.fbcdn.net/images/emoji.php/v8/zc9/1/32/1f449_1f3fe.png
5,\U0001f449\U0001f3ff,https://static.xx.fbcdn.net/images/emoji.php/v8/z4a/1/32/1f449_1f3ff.png
6,\U0001f485,https://static.xx.fbcdn.net/images/emoji.php/v8/z83/1/32/1f485.png
7,\U0001f485\U0001f3fb,https://static.xx.fbcdn.net/images/emoji.php/v8/zbe/1/32/1f485_1f3fb.png
8,\U0001f485\U0001f3fc,https://static.xx.fbcdn.net/images/emoji.php/v8/z3f/1/32/1f485_1f3fc.png
9,\U0001f485\U0001f3fd,https://static.xx.fbcdn.net/images/emoji.php/v8/zc0/1/32/1f485_1f3fd.png
10,\U0001f485\U0001f3fe,https://static.xx.fbcdn.net/images/emoji.php/v8/z41/1/32/1f485_1f3fe.png
11,\U0001f465,https://static.xx.fbcdn.net/images/emoji.php/v8/z45/1/32/1f465.png
12,\U0001f485\U0001f3ff,https://static.xx.fbcdn.net/images/emoji.php/v8/zc2/1/32/1f485_1f3ff.png
13,\U0001f442,https://static.xx.fbcdn.net/images/emoji.php/v8/z84/1/32/1f442.png
14,\U0001f442\U0001f3fb,https://static.xx.fbcdn.net/images/emoji.php/v8/zff/1/32/1f442_1f3fb.png
15,\U0001f442\U0001f3fc,https://static.xx.fbcdn.net/images/emoji.php/v8/z80/1/32/1f442_1f3fc.png
16,\U0001f442\U0001f3fd,https://static.xx.fbcdn.net/images/emoji.php/v8/z1/1/32/1f442_1f3fd.png
17,\U0001f442\U0001f3fe,https://static.xx.fbcdn.net/images/emoji.php/v8/z82/1/32/1f442_1f3fe.png
18,\U0001f442\U0001f3ff,https://static.xx.fbcdn.net/images/emoji.php/v8/z3/1/32/1f442_1f3ff.png
19,\U0001f443,https://static.xx.fbcdn.net/images/emoji.php/v8/z5/1/32/1f443.png
20,\U0001f443\U0001f3fb,https://static.xx.fbcdn.net/images/emoji.php/v8/zc0/1/32/1f443_1f3fb.png
21,\U0001f443\U0001f3fc,https://static.xx.fbcdn.net/images/emoji.php/v8/z41/1/32/1f443_1f3fc.png
22,\U0001f476,https://static.xx.fbcdn.net/images/emoji.php/v8/z65/1/32/1f476.png
23,\U0001f443\U0001f3fd,https://static.xx.fbcdn.net/images/emoji.php/v8/zc2/1/32/1f443_1f3fd.png
24,\U0001f443\U0001f3fe,https://static.xx.fbcdn.net/images/emoji.php/v8/z43/1/32/1f443_1f3fe.png
25,\U0001f443\U0001f3ff,https://static.xx.fbcdn.net/images/emoji.php/v8/zc4/1/32/1f443_1f3ff.png
26,\U0001f476,https://static.xx.fbcdn.net/images/emoji.php/v8/z65/1/32/1f476.png
