https://static.xx.fbcdn.net/images/emoji.php/v8/z88/1/32/1f600.png,0
https://static.xx.fbcdn.net/images/emoji.php/v8/z79/1/32/1f62c.png,1
https://static.xx.fbcdn.net/images/emoji.php/v8/z9/1/32/1f601.png,2
https://static.xx.fbcdn.net/images/emoji.php/v8/z8a/1/32/1f602.png,3
https://static.xx.fbcdn.net/images/emoji.php/v8/zb/1/32/1f603.png,4
https://static.xx.fbcdn.net/images/emoji.php/v8/z8c/1/32/1f604.png,5
https://static.xx.fbcdn.net/images/emoji.php/v8/zd/1/32/1f605.png,6
https://static.xx.fbcdn.net/images/emoji.php/v8/z8e/1/32/1f606.png,7
https://static.xx.fbcdn.net/images/emoji.php/v8/zf/1/32/1f607.png,8
https://static.xx.fbcdn.net/images/emoji.php/v8/z11/1/32/1f609.png,9
https://static.xx.fbcdn.net/images/emoji.php/v8/z39/1/32/1f60a.png,10
https://static.xx.fbcdn.net/images/emoji.php/v8/z6/1/32/1f642.png,11
https://static.xx.fbcdn.net/images/emoji.php/v8/z1/1/32/263a.png,12
https://static.xx.fbcdn.net/images/emoji.php/v8/zba/1/32/1f60b.png,13
https://static.xx.fbcdn.net/images/emoji.php/v8/z3b/1/32/1f60c.png,14
https://static.xx.fbcdn.net/images/emoji.php/v8/zbc/1/32/1f60d.png,15
https://static.xx.fbcdn.net/images/emoji.php/v8/z2f/1/32/1f618.png,16
https://static.xx.fbcdn.net/images/emoji.php/v8/zae/1/32/1f617.png,17
https://static.xx.fbcdn.net/images/emoji.php/v8/zb0/1/32/1f619.png,18
https://static.xx.fbcdn.net/images/emoji.php/v8/zd8/1/32/1f61a.png,19
https://static.xx.fbcdn.net/images/emoji.php/v8/zda/1/32/1f61c.png,20
https://static.xx.fbcdn.net/images/emoji.php/v8/z5b/1/32/1f61d.png,21
https://static.xx.fbcdn.net/images/emoji.php/v8/z59/1/32/1f61b.png,22
https://static.xx.fbcdn.net/images/emoji.php/v8/z3d/1/32/1f60e.png,23
https://static.xx.fbcdn.net/images/emoji.php/v8/zbe/1/32/1f60f.png,24
https://static.xx.fbcdn.net/images/emoji.php/v8/z6b/1/32/1f636.png,25
https://static.xx.fbcdn.net/images/emoji.php/v8/z27/1/32/1f610.png,26
https://static.xx.fbcdn.net/images/emoji.php/v8/za8/1/32/1f611.png,27
https://static.xx.fbcdn.net/images/emoji.php/v8/z29/1/32/1f612.png,28
https://static.xx.fbcdn.net/images/emoji.php/v8/ze8/1/32/1f633.png,29
